date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:39:58	39271/39271	---MCZ	200	added ('OK')	application/javascript	etag:W/%229967-19f8cb8fb28%22	https://preapproval.addi.com/_next/static/chunks/commons.254edda53709cd086d21.js	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/_next/static/chunks/commons.254edda53709cd086d21.js	(from https://preapproval.addi.com/)
18:39:58	383833/383833	---MCZ	200	added ('OK')	application/javascript	etag:W/%225db59-1a03bcc2248%22	https://preapproval.addi.com/_next/static/chunks/c60aeee674eddc0d070fdf20f5c19726c5c30bee.c055909c95b533ea86ed.js	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/_next/static/chunks/c60aeee674eddc0d070fdf20f5c19726c5c30bee.c055909c95b533ea86ed.js	(from https://preapproval.addi.com/)
18:39:58	171351/171351	---MCZ	200	added ('OK')	application/javascript	etag:W/%2229d57-19f8cb8fb28%22	https://preapproval.addi.com/_next/static/chunks/2149d60425f0d8f8d68536824559fc6ed4a26535.ca15ec4308256e06a09c.js	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/_next/static/chunks/2149d60425f0d8f8d68536824559fc6ed4a26535.ca15ec4308256e06a09c.js	(from https://preapproval.addi.com/)
18:39:58	19941/19941	---MCZ	200	added ('OK')	application/javascript	etag:W/%224de5-19f8cb8fb28%22	https://preapproval.addi.com/_next/static/chunks/71247caf95475e3ea7f9a0f8a30beb258b23d005.0f5cfa7c66174a8e8cb9.js	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/_next/static/chunks/71247caf95475e3ea7f9a0f8a30beb258b23d005.0f5cfa7c66174a8e8cb9.js	(from https://preapproval.addi.com/)
18:39:58	281455/281455	---MCZ	200	added ('OK')	application/javascript	etag:W/%2244b6f-1a0220ba680%22	https://preapproval.addi.com/_next/static/chunks/pages/_app-4f755811bb3ca0cfbc0e.js	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/_next/static/chunks/pages/_app-4f755811bb3ca0cfbc0e.js	(from https://preapproval.addi.com/)
18:39:59	114061/114061	---MCZ	200	added ('OK')	application/javascript	etag:W/%221bd8d-19ff8dc1a10%22	https://preapproval.addi.com/_next/static/chunks/pages/index-a50b8cad40a130cc567a.js	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/_next/static/chunks/pages/index-a50b8cad40a130cc567a.js	(from https://preapproval.addi.com/)
18:39:59	722/722	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222d2-1a03bc2eae8%22	https://preapproval.addi.com/addi.svg	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/addi.svg	(from https://preapproval.addi.com/)
18:39:59	29292/29292	---M--	200	added ('OK')	font/woff	etag:W/%22726c-1a03bc2eae8%22	https://preapproval.addi.com/fonts/Mallory-Regular.woff	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/fonts/Mallory-Regular.woff	(from https://preapproval.addi.com/)
18:39:59	29796/29796	---M--	200	added ('OK')	font/woff	etag:W/%227464-1a03bc2eae8%22	https://preapproval.addi.com/fonts/Mallory-Bold.woff	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/fonts/Mallory-Bold.woff	(from https://preapproval.addi.com/)
18:40:00	1395/1395	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22573-1a03bc2eae8%22	https://preapproval.addi.com/loader.svg	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/loader.svg	(from https://preapproval.addi.com/)
18:40:00	92180/92180	---MCZ	200	added ('OK')	application/javascript	etag:W/%2216814-19f8cb8fb28%22	https://preapproval.addi.com/_next/static/chunks/polyfills-1ec99ebc250244c47794.js	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/_next/static/chunks/polyfills-1ec99ebc250244c47794.js	(from https://preapproval.addi.com/)
18:40:00	785/785	---MCZ	200	added ('OK')	application/javascript	etag:W/%22311-1a03bcc2248%22	https://preapproval.addi.com/_next/static/kcd-qioLjybmQcHDD-nE8/_buildManifest.js	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/_next/static/kcd-qioLjybmQcHDD-nE8/_buildManifest.js	(from https://preapproval.addi.com/)
18:40:00	76/76	---MCZ	200	added ('OK')	application/javascript	etag:W/%224c-1a03bcc2248%22	https://preapproval.addi.com/_next/static/kcd-qioLjybmQcHDD-nE8/_ssgManifest.js	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/_next/static/kcd-qioLjybmQcHDD-nE8/_ssgManifest.js	(from https://preapproval.addi.com/)
18:40:01	0/0	---M--	302	error ('Found')	unknown/unknown	date:Wed,%2009%20Sep%202026%2023:40:01%20GMT	https://preapproval.addi.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	(from https://preapproval.addi.com/)
18:40:01	21635/21635	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2009%20Sep%202026%2023:40:01%20GMT	https://preapproval.addi.com/cdn-cgi/challenge-platform/h/g/scripts/jsd/330e41bb475c/main.js?	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/cdn-cgi/challenge-platform/h/g/scripts/jsd/330e41bb475c/maind41d.js	(from https://preapproval.addi.com/)
18:40:02	0/0	---MC-	308	error ('Permanent%20Redirect')	unknown/unknown	date:Wed,%2009%20Sep%202026%2023:40:01%20GMT	https://preapproval.addi.com/_next/	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/_next/index.html	(from https://preapproval.addi.com/_next/static/chunks/main-c325723d26a50f8bacf2.js)
18:40:02	0/0	---MC-	308	error ('Permanent%20Redirect')	unknown/unknown	date:Wed,%2009%20Sep%202026%2023:40:01%20GMT	https://preapproval.addi.com/wXr/	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/wXr/index.html	(from https://preapproval.addi.com/_next/static/chunks/main-c325723d26a50f8bacf2.js)
18:40:02	0/0	---MC-	308	error ('Permanent%20Redirect')	unknown/unknown	date:Wed,%2009%20Sep%202026%2023:40:02%20GMT	https://preapproval.addi.com/$&/	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/$&/index.html	(from https://preapproval.addi.com/_next/static/chunks/framework.965053d24d43ff28a1bc.js)
18:40:02	0/0	---MC-	308	error ('Permanent%20Redirect')	unknown/unknown	date:Wed,%2009%20Sep%202026%2023:40:02%20GMT	https://preapproval.addi.com/;%20path=/	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/;%20path=/index.html	(from https://preapproval.addi.com/_next/static/chunks/ab92754c.a5abf821451700666c87.js)
18:40:02	9069/9069	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Sep%202026%2023:40:02%20GMT	https://preapproval.addi.com/e	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/e.html	(from https://preapproval.addi.com/_next/static/chunks/ab92754c.a5abf821451700666c87.js)
18:40:02	9069/9069	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Sep%202026%2023:40:03%20GMT	https://preapproval.addi.com/(0,n.getLocationOrigin	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/(0,n.getLocationOrigin	(from https://preapproval.addi.com/_next/static/chunks/commons.254edda53709cd086d21.js)
18:40:03	9069/9069	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Sep%202026%2023:40:03%20GMT	https://preapproval.addi.com/e,r	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/e,r	(from https://preapproval.addi.com/_next/static/chunks/commons.254edda53709cd086d21.js)
18:40:03	9069/9069	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Sep%202026%2023:40:03%20GMT	https://preapproval.addi.com/t,a	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/t,a	(from https://preapproval.addi.com/_next/static/chunks/commons.254edda53709cd086d21.js)
18:40:03	9069/9069	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Sep%202026%2023:40:03%20GMT	https://preapproval.addi.com/t,e	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/t,e	(from https://preapproval.addi.com/_next/static/chunks/commons.254edda53709cd086d21.js)
18:40:04	9069/9069	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Sep%202026%2023:40:04%20GMT	https://preapproval.addi.com/o,n	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/o,n	(from https://preapproval.addi.com/_next/static/chunks/commons.254edda53709cd086d21.js)
18:40:04	5842/5842	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2009%20Sep%202026%2023:40:04%20GMT	https://preapproval.addi.com/t,window.location.href	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/t,window.location.href	(from https://preapproval.addi.com/_next/static/chunks/commons.254edda53709cd086d21.js)
18:40:04	0/0	---MC-	308	error ('Permanent%20Redirect')	unknown/unknown	date:Wed,%2009%20Sep%202026%2023:40:04%20GMT	https://preapproval.addi.com/index/	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/index/index.html	(from https://preapproval.addi.com/_next/static/chunks/commons.254edda53709cd086d21.js)
18:40:04	0/0	---MC-	308	error ('Permanent%20Redirect')	unknown/unknown	date:Wed,%2009%20Sep%202026%2023:40:04%20GMT	https://preapproval.addi.com/Trident/	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/Trident/index.html	(from https://preapproval.addi.com/_next/static/chunks/c60aeee674eddc0d070fdf20f5c19726c5c30bee.c055909c95b533ea86ed.js)
18:40:05	7377/7377	---M--	200	added ('OK')	image/png	etag:%228df8c80d780103d8bc102168e2865efa%22	https://statics.addi.com/ui-storybook/default-store-logo.png	C:/Mis%20lugares%20Web/addi/statics.addi.com/ui-storybook/default-store-logo.png	(from https://preapproval.addi.com/_next/static/chunks/c60aeee674eddc0d070fdf20f5c19726c5c30bee.c055909c95b533ea86ed.js)
18:40:05	0/0	---MC-	308	error ('Permanent%20Redirect')	unknown/unknown	date:Wed,%2009%20Sep%202026%2023:40:05%20GMT	https://preapproval.addi.com/a28/	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/a28/index.html	(from https://preapproval.addi.com/_next/static/chunks/c60aeee674eddc0d070fdf20f5c19726c5c30bee.c055909c95b533ea86ed.js)
18:40:05	9069/9069	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Sep%202026%2023:40:05%20GMT	https://preapproval.addi.com/t,u	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/t,u	(from https://preapproval.addi.com/_next/static/chunks/2149d60425f0d8f8d68536824559fc6ed4a26535.ca15ec4308256e06a09c.js)
18:40:05	0/0	---MC-	308	error ('Permanent%20Redirect')	unknown/unknown	date:Wed,%2009%20Sep%202026%2023:40:05%20GMT	https://preapproval.addi.com/Qd5/	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/Qd5/index.html	(from https://preapproval.addi.com/_next/static/chunks/2149d60425f0d8f8d68536824559fc6ed4a26535.ca15ec4308256e06a09c.js)
18:40:05	9069/9069	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Sep%202026%2023:40:05%20GMT	https://preapproval.addi.com/e,c	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/e,c	(from https://preapproval.addi.com/_next/static/chunks/2149d60425f0d8f8d68536824559fc6ed4a26535.ca15ec4308256e06a09c.js)
18:40:06	0/0	---MC-	308	error ('Permanent%20Redirect')	unknown/unknown	date:Wed,%2009%20Sep%202026%2023:40:06%20GMT	https://preapproval.addi.com/public/static/locales/	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/public/static/locales/index.html	(from https://preapproval.addi.com/_next/static/chunks/2149d60425f0d8f8d68536824559fc6ed4a26535.ca15ec4308256e06a09c.js)
18:40:06	9069/9069	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Sep%202026%2023:40:06%20GMT	https://preapproval.addi.com/locales/{{lng}}/{{ns}}.json	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/locales/{{lng}}/{{ns}}.json	(from https://preapproval.addi.com/_next/static/chunks/2149d60425f0d8f8d68536824559fc6ed4a26535.ca15ec4308256e06a09c.js)
18:40:06	0/0	---MC-	308	error ('Permanent%20Redirect')	unknown/unknown	date:Wed,%2009%20Sep%202026%2023:40:06%20GMT	https://preapproval.addi.com/public/	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/public/index.html	(from https://preapproval.addi.com/_next/static/chunks/2149d60425f0d8f8d68536824559fc6ed4a26535.ca15ec4308256e06a09c.js)
18:40:06	0/0	---MC-	308	error ('Permanent%20Redirect')	unknown/unknown	date:Wed,%2009%20Sep%202026%2023:40:06%20GMT	https://preapproval.addi.com/static/	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/static/index.html	(from https://preapproval.addi.com/_next/static/chunks/2149d60425f0d8f8d68536824559fc6ed4a26535.ca15ec4308256e06a09c.js)
18:40:06	9069/9069	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Sep%202026%2023:40:06%20GMT	https://preapproval.addi.com/i	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/i	(from https://preapproval.addi.com/_next/static/chunks/pages/index-a50b8cad40a130cc567a.js)
18:40:07	0/0	---M--	302	error ('Found')	unknown/unknown	date:Wed,%2009%20Sep%202026%2023:40:07%20GMT	https://challenges.cloudflare.com/turnstile/v0/api.js	C:/Mis%20lugares%20Web/addi/challenges.cloudflare.com/turnstile/v0/api.24.delayed	(from https://preapproval.addi.com/_next/static/chunks/pages/index-a50b8cad40a130cc567a.js)
18:40:07	86603/86603	---MCZ	200	added ('OK')	application/javascript	etag:W/%22330e41bb475c-api%22	https://challenges.cloudflare.com/turnstile/v0/g/330e41bb475c/api.js	C:/Mis%20lugares%20Web/addi/challenges.cloudflare.com/turnstile/v0/g/330e41bb475c/api.js	(from https://preapproval.addi.com/_next/static/chunks/pages/index-a50b8cad40a130cc567a.js)
18:40:08	0/0	---MC-	308	error ('Permanent%20Redirect')	unknown/unknown	date:Wed,%2009%20Sep%202026%2023:40:08%20GMT	https://preapproval.addi.com/Edg/	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/Edg/index.html	(from https://preapproval.addi.com/_next/static/chunks/pages/index-a50b8cad40a130cc567a.js)
18:40:08	0/0	---MC-	308	error ('Permanent%20Redirect')	unknown/unknown	date:Wed,%2009%20Sep%202026%2023:40:08%20GMT	https://preapproval.addi.com/integrations/allies/	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/integrations/allies/index.html	(from https://preapproval.addi.com/_next/static/chunks/pages/index-a50b8cad40a130cc567a.js)
18:40:08	9069/9069	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Sep%202026%2023:40:08%20GMT	https://preapproval.addi.com/Z[Pz(un.P0	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/Z[Pz(un.P0	(from https://preapproval.addi.com/cdn-cgi/challenge-platform/h/g/scripts/jsd/330e41bb475c/main.js?)
18:40:08	9069/9069	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Sep%202026%2023:40:08%20GMT	https://preapproval.addi.com/_next	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/_next	(from https://preapproval.addi.com/_next/)
18:40:08	9069/9069	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Sep%202026%2023:40:08%20GMT	https://preapproval.addi.com/wXr	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/wXr	(from https://preapproval.addi.com/wXr/)
18:40:09	9069/9069	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Sep%202026%2023:40:09%20GMT	https://preapproval.addi.com/$%26	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/$&	(from https://preapproval.addi.com/$&/)
18:40:09	9069/9069	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Sep%202026%2023:40:09%20GMT	https://preapproval.addi.com/;%20path=	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/;%20path=	(from https://preapproval.addi.com/;%20path=/)
18:40:09	10894/10894	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Sep%202026%2023:40:10%20GMT	https://preapproval.addi.com/index	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/index-2.html	(from https://preapproval.addi.com/index/)
18:40:10	9069/9069	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Sep%202026%2023:40:10%20GMT	https://preapproval.addi.com/Trident	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/Trident	(from https://preapproval.addi.com/Trident/)
18:40:10	9069/9069	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Sep%202026%2023:40:10%20GMT	https://preapproval.addi.com/a28	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/a28	(from https://preapproval.addi.com/a28/)
18:40:10	9069/9069	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Sep%202026%2023:40:10%20GMT	https://preapproval.addi.com/Qd5	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/Qd5	(from https://preapproval.addi.com/Qd5/)
18:40:11	9069/9069	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Sep%202026%2023:40:11%20GMT	https://preapproval.addi.com/public/static/locales	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/public/static/locales	(from https://preapproval.addi.com/public/static/locales/)
18:40:11	9069/9069	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Sep%202026%2023:40:11%20GMT	https://preapproval.addi.com/public	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/public	(from https://preapproval.addi.com/public/)
18:40:11	9069/9069	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Sep%202026%2023:40:11%20GMT	https://preapproval.addi.com/static	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/static	(from https://preapproval.addi.com/static/)
18:40:12	5842/5842	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2009%20Sep%202026%2023:40:12%20GMT	https://preapproval.addi.com/_next/static/chunks/pages/t,window.location.href	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/_next/static/chunks/pages/t,window.location.href	(from https://challenges.cloudflare.com/turnstile/v0/g/330e41bb475c/api.js)
18:40:12	5842/5842	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2009%20Sep%202026%2023:40:12%20GMT	https://preapproval.addi.com/_next/static/chunks/pages/e,window.location.href	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/_next/static/chunks/pages/e,window.location.href	(from https://challenges.cloudflare.com/turnstile/v0/g/330e41bb475c/api.js)
18:40:12	9069/9069	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Sep%202026%2023:40:12%20GMT	https://preapproval.addi.com/_next/static/chunks/pages/t	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/_next/static/chunks/pages/t	(from https://challenges.cloudflare.com/turnstile/v0/g/330e41bb475c/api.js)
18:40:13	9069/9069	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Sep%202026%2023:40:13%20GMT	https://preapproval.addi.com/_next/static/chunks/pages/n.src	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/_next/static/chunks/pages/n.src	(from https://challenges.cloudflare.com/turnstile/v0/g/330e41bb475c/api.js)
18:40:13	0/0	---M--	404	error ('Not%20Found')	unknown/unknown	date:Wed,%2009%20Sep%202026%2023:40:13%20GMT	https://preapproval.addi.com/cdn-cgi/challenge-platform/	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/cdn-cgi/challenge-platform/index.html	(from https://challenges.cloudflare.com/turnstile/v0/g/330e41bb475c/api.js)
18:40:13	9069/9069	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Sep%202026%2023:40:13%20GMT	https://preapproval.addi.com/_next/static/chunks/pages/N	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/_next/static/chunks/pages/N	(from https://challenges.cloudflare.com/turnstile/v0/g/330e41bb475c/api.js)
18:40:13	0/0	---MC-	308	error ('Permanent%20Redirect')	unknown/unknown	date:Wed,%2009%20Sep%202026%2023:40:13%20GMT	https://preapproval.addi.com/_next/static/chunks/pages/fr/	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/_next/static/chunks/pages/fr/index.html	(from https://challenges.cloudflare.com/turnstile/v0/g/330e41bb475c/api.js)
18:40:13	9069/9069	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Sep%202026%2023:40:13%20GMT	https://preapproval.addi.com/integrations/allies	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/integrations/allies	(from https://preapproval.addi.com/integrations/allies/)
18:40:13	0/0	---MC-	308	error ('Permanent%20Redirect')	unknown/unknown	date:Wed,%2009%20Sep%202026%2023:40:13%20GMT	https://preapproval.addi.com/_next/static/chunks/pages/c/	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/_next/static/chunks/pages/c/index.html	(from https://challenges.cloudflare.com/turnstile/v0/g/330e41bb475c/api.js)
18:40:13	9069/9069	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Sep%202026%2023:40:13%20GMT	https://preapproval.addi.com/Edg	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/Edg	(from https://preapproval.addi.com/Edg/)
18:40:14	9069/9069	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Sep%202026%2023:40:14%20GMT	https://preapproval.addi.com/_next/static/chunks/pages/fr	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/_next/static/chunks/pages/fr	(from https://preapproval.addi.com/_next/static/chunks/pages/fr/)
18:40:14	9069/9069	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Sep%202026%2023:40:14%20GMT	https://preapproval.addi.com/_next/static/chunks/pages/c	C:/Mis%20lugares%20Web/addi/preapproval.addi.com/_next/static/chunks/pages/c	(from https://preapproval.addi.com/_next/static/chunks/pages/c/)
